County,Municipality,Neighborhood,Population,White,WhiteRate,Black,BlackRate,Hispanic,HispanicRate,Over5,OtherThanEnglish,OtherThanEnglishRate,EnglishNotWell,EnglishNotWellRate,DI,Families,Poverty,PovertyRate,TractHH,Assistance,AssistanceRate,MedianIncome,Uninsured,UninsuredRate,Over25,HSGraduates,GraduationRate,VacantHousing,VacancyRate,AgeUnder5,AgeUnder5Rate,Age5to9,Age5to9Rate,Age10to14,Age10to14Rate,Age15to19,Age15to19Rate,Age20to24,Age20to24Rate,Age25to29,Age25to29Rate,Age30to34,Age30to34Rate,Age35to39,Age35to39Rate,Age40to44,Age40to44Rate,Age45to49,Age45to49Rate,Age50to54,Age50to54Rate,Age55to59,Age55to59Rate,Age60to64,Age60to64Rate,Age65to69,Age65to69Rate,Age70to74,Age70to74Rate,Age75to79,Age75to79Rate,Age80to84,Age80to84Rate,Age85andover,Age85andoverRate,Households,TwoParentHH,TwoParentRate,SingleParentHH,SingleParentRate,CoupleNoKids,CoupleNoKidsRate,SingleAdult,SingleRate,Over1,SameHomeLastYear,SameHomeRate,SameMetroLastYear,SameMetroRate,USLastYear,USLastYearRate,AbroadLastYear,AbroadRate,ShootingsTotal,ShootingsYouth,ShootingRateTotal,ShootingRateYouth,Children,HospitalAdmissions,HospitalAdmissionRate,HospitalPatients,HospitalPatientRate,AsthmaAdmissions,AsthmaAdmissionRate,AsthmaPatients,AsthmaPatientRate,DiabetesAdmissions,DiabetesAdmissionRate,DiabetesPatients,DiabetesPatientRate,MHAdmissions,MHAdmissionRate,MHPatients,MHPatientRate,AsthmaRegistry,AsthmaRegistryRate,DiabetesRegistry,DiabetesRegistryRate,GenPedsRegistry,GenPedsRegistryRate
Hamilton,Lincoln Heights,Lincoln Heights,3140,248,0.079,2593,0.826,0,0,2548,22,0.009,0,0,0.666,735,485,0.66,1221,798,0.654,14676,127,0.04,1664,1486,0.893,230,0.159,592,0.189,284,0.09,412,0.131,20,0.006,168,0.054,299,0.095,222,0.071,212,0.068,71,0.023,30,0.01,95,0.03,152,0.048,231,0.074,125,0.04,77,0.025,113,0.036,17,0.005,20,0.006,1221,102,0.084,399,0.327,115,0.094,605,0.495,3058,2787,0.911,188,0.061,83,0.027,0,0,NA,NA,NA,NA,1308,93.5,7.1,53.5,4.1,5,0.4,5,0.4,1.5,0.1,1,0.1,16.5,1.3,7,0.5,171,13.1,1,0.1,229,17.5
Hamilton,Lockland,Lockland,3497,2143,0.613,1227,0.351,0,0,3247,240,0.074,115,0.035,0.384,828,232,0.28,1499,221,0.147,44770,162,0.046,2318,1944,0.839,185,0.11,250,0.071,260,0.074,76,0.022,59,0.017,534,0.153,154,0.044,143,0.041,196,0.056,145,0.041,146,0.042,113,0.032,423,0.121,343,0.098,177,0.051,142,0.041,53,0.015,184,0.053,99,0.028,1499,45,0.03,228,0.152,355,0.237,871,0.581,3403,2937,0.863,236,0.069,16,0.005,214,0.063,NA,NA,NA,NA,613,45.5,7.4,31,5.1,3.5,0.6,2.5,0.4,0,0,0,0,6.5,1.1,4,0.7,98,16,1,0.2,125,20.4
Hamilton,Loveland,Loveland,13247,11327,0.855,819,0.062,710,0.054,12608,1353,0.107,365,0.029,0.192,3734,343,0.092,5094,516,0.101,83192,564,0.043,8933,8624,0.965,365,0.067,639,0.048,1144,0.086,963,0.073,1184,0.089,384,0.029,889,0.067,1006,0.076,719,0.054,689,0.052,802,0.061,1160,0.088,766,0.058,726,0.055,880,0.066,695,0.052,300,0.023,138,0.01,163,0.012,5094,1319,0.259,370,0.073,1815,0.356,1590,0.312,13149,11836,0.9,949,0.072,364,0.028,0,0,NA,NA,NA,NA,3537,145.5,4.1,102,2.9,4,0.1,3,0.1,0,0,0,0,26.5,0.7,19,0.5,221,6.2,8,0.2,48,1.4
Hamilton,Madeira,Madeira,9426,8462,0.898,79,0.008,345,0.037,8630,641,0.074,0,0,0.126,2611,27,0.01,3324,126,0.038,159321,70,0.007,6198,6113,0.986,250,0.07,796,0.084,842,0.089,672,0.071,722,0.077,196,0.021,129,0.014,683,0.072,640,0.068,955,0.101,463,0.049,499,0.053,826,0.088,461,0.049,624,0.066,466,0.049,64,0.007,250,0.027,138,0.015,3324,1294,0.389,142,0.043,1146,0.345,742,0.223,9353,8748,0.935,373,0.04,232,0.025,0,0,NA,NA,NA,NA,2783,103.5,3.7,71.5,2.6,2.5,0.1,2.5,0.1,0,0,0,0,6.5,0.2,4.5,0.2,179,6.4,0,0,21,0.8
Hamilton,Mariemont,Mariemont,3493,3335,0.955,97,0.028,0,0,3237,70,0.022,30,0.009,0.129,874,0,0,1410,62,0.044,135326,15,0.004,2359,2339,0.992,193,0.12,256,0.073,157,0.045,302,0.086,341,0.098,78,0.022,98,0.028,330,0.094,290,0.083,214,0.061,347,0.099,238,0.068,187,0.054,140,0.04,110,0.031,169,0.048,150,0.043,55,0.016,31,0.009,1410,451,0.32,35,0.025,440,0.312,484,0.343,3464,2948,0.851,484,0.14,32,0.009,0,0,NA,NA,NA,NA,953,31,3.3,24,2.5,0.5,0.1,0.5,0.1,0,0,0,0,3,0.3,2.5,0.3,52,5.5,2,0.2,12,1.3
Hamilton,Miami Township,Miami Township,15895,15053,0.947,192,0.012,174,0.011,14910,210,0.014,0,0,0.211,4378,126,0.029,5681,402,0.071,107250,643,0.04,10795,9922,0.919,279,0.047,985,0.062,1177,0.074,1124,0.071,899,0.057,915,0.058,927,0.058,699,0.044,918,0.058,1007,0.063,1064,0.067,1150,0.072,1291,0.081,1010,0.064,906,0.057,648,0.041,737,0.046,276,0.017,162,0.01,5681,1591,0.28,184,0.032,2432,0.428,1474,0.259,15644,14063,0.899,1484,0.095,97,0.006,0,0,NA,NA,NA,NA,3948,150,3.8,93,2.4,3,0.1,2.5,0.1,3,0.1,2.5,0.1,29.5,0.7,14,0.4,249,6.3,8,0.2,57,1.4
Hamilton,Montgomery,Montgomery,10816,9817,0.908,146,0.013,470,0.043,10006,612,0.061,11,0.001,0.128,2878,29,0.01,4029,18,0.004,142244,82,0.008,7416,7336,0.989,137,0.033,810,0.075,1131,0.105,672,0.062,560,0.052,227,0.021,251,0.023,329,0.03,692,0.064,764,0.071,560,0.052,592,0.055,991,0.092,773,0.071,874,0.081,492,0.045,332,0.031,245,0.023,521,0.048,4029,1203,0.299,99,0.025,1530,0.38,1197,0.297,10701,10161,0.95,340,0.032,157,0.015,43,0.004,NA,NA,NA,NA,2947,87,3,63.5,2.2,1.5,0.1,1,0,0,0,0,0,3.5,0.1,3,0.1,169,5.7,6,0.2,21,0.7
Hamilton,Mount Healthy,Mount Healthy,6949,3465,0.499,3288,0.473,138,0.02,6505,230,0.035,33,0.005,0.348,1776,252,0.142,2985,605,0.203,44471,464,0.067,4867,4506,0.926,265,0.082,444,0.064,293,0.042,565,0.081,362,0.052,418,0.06,596,0.086,526,0.076,267,0.038,243,0.035,538,0.077,383,0.055,589,0.085,312,0.045,453,0.065,351,0.051,328,0.047,106,0.015,175,0.025,2985,317,0.106,393,0.132,660,0.221,1615,0.541,6817,5947,0.872,828,0.121,42,0.006,0,0,NA,NA,NA,NA,1515,100.5,6.6,70.5,4.7,8.5,0.6,7.5,0.5,2.5,0.2,2,0.1,22,1.5,14.5,1,271,17.9,6,0.4,371,24.5
Hamilton,Newtown,Newtown,2691,2507,0.932,73,0.027,16,0.006,2535,160,0.063,9,0.004,0.174,728,16,0.022,1129,37,0.033,90339,85,0.032,1885,1785,0.947,99,0.081,156,0.058,214,0.08,145,0.054,203,0.075,88,0.033,140,0.052,162,0.06,206,0.077,244,0.091,126,0.047,172,0.064,147,0.055,122,0.045,322,0.12,142,0.053,29,0.011,27,0.01,46,0.017,1129,298,0.264,30,0.027,404,0.358,397,0.352,2647,2361,0.892,173,0.065,102,0.039,11,0.004,NA,NA,NA,NA,675,29.5,4.4,22,3.3,0.5,0.1,0.5,0.1,0.5,0.1,0.5,0.1,10.5,1.6,8,1.2,33,4.9,1,0.1,7,1
Hamilton,North College Hill,North College Hill,9602,3233,0.337,5793,0.603,44,0.005,9308,135,0.015,9,0.001,0.374,2265,471,0.208,3753,707,0.188,51971,424,0.044,6511,5630,0.865,430,0.103,294,0.031,967,0.101,816,0.085,520,0.054,494,0.051,956,0.1,1028,0.107,522,0.054,419,0.044,574,0.06,634,0.066,474,0.049,585,0.061,683,0.071,143,0.015,150,0.016,114,0.012,229,0.024,3753,521,0.139,478,0.127,860,0.229,1894,0.505,9586,7826,0.816,1562,0.163,198,0.021,0,0,NA,NA,NA,NA,2392,130.5,5.5,94.5,4,13.5,0.6,12,0.5,1.5,0.1,1.5,0.1,8,0.3,14,0.6,363,15.2,11,0.5,514,21.5
Hamilton,Norwood,Norwood,19018,15172,0.798,2711,0.143,1037,0.055,17969,1378,0.077,129,0.007,0.343,3745,376,0.1,8638,1003,0.116,58095,1996,0.105,13255,11909,0.898,949,0.099,1049,0.055,947,0.05,1005,0.053,514,0.027,2248,0.118,2618,0.138,1612,0.085,1364,0.072,1184,0.062,952,0.05,1139,0.06,870,0.046,1028,0.054,914,0.048,553,0.029,454,0.024,280,0.015,287,0.015,8638,1176,0.136,449,0.052,2285,0.265,4728,0.547,18808,15265,0.812,2797,0.149,703,0.037,43,0.002,NA,NA,NA,NA,3237,193.5,6,125.5,3.9,7,0.2,6.5,0.2,2.5,0.1,2.5,0.1,0,0,17.5,0.5,307,9.5,8,0.2,368,11.4
Hamilton,Reading,Reading,10527,8917,0.847,756,0.072,445,0.042,9953,626,0.063,31,0.003,0.276,2579,155,0.06,4920,587,0.119,59966,527,0.05,7712,7056,0.915,229,0.044,574,0.055,661,0.063,398,0.038,695,0.066,487,0.046,836,0.079,696,0.066,551,0.052,681,0.065,709,0.067,535,0.051,990,0.094,923,0.088,527,0.05,599,0.057,292,0.028,179,0.017,194,0.018,4920,760,0.154,252,0.051,1535,0.312,2373,0.482,10444,8767,0.839,1443,0.138,203,0.019,31,0.003,NA,NA,NA,NA,2052,111,5.4,89,4.3,3.5,0.2,3.5,0.2,1,0,1,0,15,0.7,12,0.6,205,10,10,0.5,130,6.3
Hamilton,Sharonville,Sharonville,11492,9048,0.787,1133,0.099,296,0.026,10746,847,0.079,115,0.011,0.246,2885,168,0.058,5825,172,0.03,69049,660,0.057,9056,8373,0.925,419,0.067,746,0.065,260,0.023,309,0.027,610,0.053,511,0.044,743,0.065,1043,0.091,754,0.066,295,0.026,467,0.041,614,0.053,1411,0.123,1001,0.087,953,0.083,463,0.04,264,0.023,335,0.029,713,0.062,5825,810,0.139,225,0.039,1716,0.295,3074,0.528,11356,9825,0.865,1340,0.118,177,0.016,14,0.001,NA,NA,NA,NA,1621,118,7.3,80,4.9,5,0.3,4.5,0.3,3,0.2,2,0.1,17.5,1.1,11.5,0.7,149,9.2,4,0.2,160,9.9
Hamilton,Silverton,Silverton,4883,2156,0.442,2193,0.449,274,0.056,4620,252,0.055,105,0.023,0.317,1031,90,0.087,2425,162,0.067,50489,300,0.061,3879,3594,0.927,288,0.106,263,0.054,129,0.026,236,0.048,263,0.054,113,0.023,506,0.104,422,0.086,453,0.093,180,0.037,285,0.058,137,0.028,297,0.061,513,0.105,440,0.09,251,0.051,110,0.023,177,0.036,108,0.022,2425,212,0.087,160,0.066,662,0.273,1391,0.574,4780,4209,0.881,506,0.106,55,0.012,10,0.002,NA,NA,NA,NA,863,39,4.5,30,3.5,2.5,0.3,2.5,0.3,0,0,0,0,3.5,0.4,3,0.3,90,10.4,2,0.2,87,10.1
Hamilton,Springdale,Springdale,10991,5350,0.487,4190,0.381,1449,0.132,10135,2010,0.198,797,0.079,0.323,2689,268,0.1,4138,396,0.096,70405,1087,0.099,7461,6371,0.854,378,0.084,856,0.078,335,0.03,838,0.076,781,0.071,720,0.066,616,0.056,559,0.051,808,0.074,702,0.064,565,0.051,717,0.065,667,0.061,728,0.066,467,0.042,390,0.035,315,0.029,308,0.028,619,0.056,4138,459,0.111,475,0.115,1341,0.324,1863,0.45,10780,9289,0.862,1207,0.112,181,0.017,103,0.01,NA,NA,NA,NA,2550,100.5,3.9,80,3.1,6,0.2,4.5,0.2,1.5,0.1,1,0,11.5,0.5,8,0.3,241,9.5,6,0.2,313,12.3
Hamilton,Springfield Township,Springfield Township,35673,17191,0.482,15572,0.437,872,0.024,33698,1424,0.042,191,0.006,0.279,9590,1149,0.12,14333,1961,0.137,71090,1524,0.043,25206,23767,0.943,652,0.044,1975,0.055,1896,0.053,2982,0.084,2175,0.061,1439,0.04,2081,0.058,1900,0.053,2241,0.063,1854,0.052,1950,0.055,2416,0.068,2790,0.078,2736,0.077,2312,0.065,1947,0.055,1101,0.031,1082,0.03,796,0.022,14333,1993,0.139,1805,0.126,5157,0.36,5378,0.375,34951,31780,0.909,2344,0.067,827,0.024,0,0,NA,NA,NA,NA,8516,376,4.4,292,3.4,29,0.3,26,0.3,9,0.1,5.5,0.1,27.5,0.3,40,0.5,1175,13.8,34,0.4,1317,15.5
Hamilton,St. Bernard,St. Bernard,4026,3473,0.863,401,0.1,132,0.033,3899,112,0.029,0,0,0.244,1050,7,0.007,1773,113,0.064,69840,116,0.029,3145,2948,0.937,340,0.161,127,0.032,173,0.043,208,0.052,188,0.047,185,0.046,288,0.072,203,0.05,264,0.066,187,0.046,427,0.106,547,0.136,357,0.089,380,0.094,150,0.037,142,0.035,54,0.013,5,0.001,141,0.035,1773,232,0.131,73,0.041,630,0.355,838,0.473,4020,3680,0.915,309,0.077,26,0.006,5,0.001,NA,NA,NA,NA,559,50.5,9,32,5.7,2,0.4,2,0.4,0.5,0.1,0.5,0.1,3.5,0.6,3,0.5,73,13.1,4,0.7,149,26.7
Hamilton,Sycamore Township,Sycamore Township,19516,15027,0.77,1501,0.077,1341,0.069,18540,2244,0.121,160,0.009,0.197,5068,151,0.03,8450,470,0.056,88466,962,0.049,14572,13880,0.953,538,0.06,976,0.05,1270,0.065,835,0.043,1183,0.061,680,0.035,1052,0.054,1369,0.07,1374,0.07,1336,0.068,874,0.045,912,0.047,1520,0.078,1591,0.082,1410,0.072,1186,0.061,744,0.038,532,0.027,672,0.034,8450,1916,0.227,231,0.027,2918,0.345,3385,0.401,19253,16752,0.87,1992,0.103,333,0.017,176,0.009,NA,NA,NA,NA,3876,161,4.2,111.5,2.9,5,0.1,5,0.1,2,0.1,2,0.1,12,0.3,18.5,0.5,280,7.2,5,0.1,125,3.2
Hamilton,Symmes Township,Symmes Township,15579,11911,0.765,410,0.026,764,0.049,14630,2205,0.151,181,0.012,0.156,4207,53,0.013,5582,210,0.038,136996,411,0.026,10240,10027,0.979,263,0.045,949,0.061,1601,0.103,1311,0.084,955,0.061,523,0.034,576,0.037,920,0.059,1289,0.083,1155,0.074,895,0.057,941,0.06,845,0.054,1069,0.069,1267,0.081,551,0.035,388,0.025,211,0.014,133,0.009,5582,1980,0.355,137,0.025,2076,0.372,1389,0.249,15435,13169,0.853,1300,0.084,699,0.045,267,0.017,NA,NA,NA,NA,4598,130.5,2.8,93.5,2,3.5,0.1,2,0,1,0,1,0,21,0.5,15,0.3,230,5,2,0,72,1.6
Hamilton,Terrace Park,Terrace Park,2150,2056,0.956,0,0,60,0.028,1894,60,0.032,0,0,0.114,575,5,0.009,690,7,0.01,198000,65,0.03,1266,1262,0.997,47,0.064,256,0.119,224,0.104,215,0.1,171,0.08,18,0.008,8,0.004,139,0.065,143,0.067,229,0.107,124,0.058,114,0.053,115,0.053,140,0.065,101,0.047,67,0.031,53,0.025,22,0.01,11,0.005,690,334,0.484,16,0.023,223,0.323,117,0.17,2112,1955,0.926,143,0.068,10,0.005,4,0.002,NA,NA,NA,NA,809,20.5,2.5,17,2.1,0,0,0,0,0,0,0,0,0.5,0.1,0.5,0.1,29,3.6,4,0.5,0,0
Hamilton,Whitewater Township,Whitewater Township,6311,6040,0.957,76,0.012,58,0.009,5681,5,0.001,0,0,0.338,1563,245,0.157,2597,332,0.128,54766,512,0.081,4268,3773,0.884,200,0.072,630,0.1,395,0.063,342,0.054,327,0.052,349,0.055,441,0.07,366,0.058,329,0.052,381,0.06,338,0.054,393,0.062,484,0.077,277,0.044,574,0.091,233,0.037,202,0.032,215,0.034,35,0.006,2597,509,0.196,179,0.069,784,0.302,1125,0.433,6190,5395,0.872,762,0.123,33,0.005,0,0,NA,NA,NA,NA,1624,73.5,4.5,53,3.3,0,0,0,0,2,0.1,1.5,0.1,16.5,1,12,0.7,126,7.8,9,0.6,52,3.2
Hamilton,Woodlawn,Woodlawn,3862,1237,0.32,2257,0.584,113,0.029,3802,186,0.049,8,0.002,0.3,813,176,0.216,1758,286,0.163,59977,97,0.025,2614,2382,0.911,74,0.04,60,0.016,192,0.05,291,0.075,301,0.078,404,0.105,263,0.068,135,0.035,341,0.088,297,0.077,233,0.06,280,0.073,214,0.055,175,0.045,186,0.048,191,0.049,163,0.042,69,0.018,67,0.017,1758,164,0.093,241,0.137,428,0.243,925,0.526,3848,3410,0.886,183,0.048,246,0.064,9,0.002,NA,NA,NA,NA,663,31,4.7,20,3,2,0.3,2,0.3,0,0,0,0,5,0.8,4,0.6,98,14.8,2,0.3,113,17
Hamilton,Wyoming,Wyoming,8720,6711,0.77,1190,0.136,124,0.014,7817,149,0.019,0,0,0.148,2520,13,0.005,3074,133,0.043,137917,110,0.013,5584,5523,0.989,50,0.016,903,0.104,532,0.061,787,0.09,745,0.085,169,0.019,293,0.034,367,0.042,892,0.102,624,0.072,513,0.059,574,0.066,562,0.064,666,0.076,431,0.049,297,0.034,198,0.023,38,0.004,129,0.015,3074,1126,0.366,231,0.075,982,0.319,735,0.239,8628,7726,0.895,612,0.071,290,0.034,0,0,NA,NA,NA,NA,2832,91.5,3.2,68,2.4,5,0.2,5,0.2,0.5,0,0.5,0,12.5,0.4,8.5,0.3,173,6.1,4,0.1,36,1.3
Kenton,Covington,Covington,113950,97509,0.856,6535,0.057,5399,0.047,106424,6296,0.059,1270,0.012,0.279,27238,2619,0.096,47824,4042,0.085,69177,6330,0.056,78434,71383,0.91,4545,0.087,7526,0.066,7443,0.065,6537,0.057,6630,0.058,7380,0.065,8757,0.077,8697,0.076,8487,0.074,6034,0.053,5835,0.051,7106,0.062,7411,0.065,8040,0.071,6531,0.057,4469,0.039,2794,0.025,2085,0.018,2188,0.019,47824,8318,0.174,3072,0.064,14929,0.312,21505,0.45,112630,95487,0.848,13989,0.124,2656,0.024,498,0.004,NA,NA,NA,NA,25609,985,3.8,735.5,2.9,42,0.2,35,0.1,8.5,0,8.5,0,0,0,61,0.2,1255,4.9,56,0.2,153,0.6
Kenton,Independence,Independence,47508,44449,0.936,867,0.018,649,0.014,44656,1800,0.04,510,0.011,0.208,12700,553,0.044,16677,1078,0.065,94409,1543,0.032,31758,29993,0.944,469,0.027,2852,0.06,3380,0.071,3664,0.077,3311,0.07,2543,0.054,3317,0.07,3279,0.069,3208,0.068,3838,0.081,3626,0.076,2973,0.063,2789,0.059,2789,0.059,2352,0.05,1545,0.033,1108,0.023,671,0.014,263,0.006,16677,4999,0.3,669,0.04,6616,0.397,4393,0.263,47053,42153,0.896,3400,0.072,1357,0.029,143,0.003,NA,NA,NA,NA,12222,507,4.1,348.5,2.9,11.5,0.1,10.5,0.1,7,0.1,5,0,0,0,35.5,0.3,633,5.2,34,0.3,20,0.2
Kenton,Piner-Visalia,Piner-Visalia,7608,7469,0.982,0,0,46,0.006,7228,72,0.01,8,0.001,0.235,2189,149,0.068,2852,169,0.059,80038,239,0.031,5338,4856,0.91,197,0.065,380,0.05,520,0.068,618,0.081,458,0.06,294,0.039,326,0.043,505,0.066,385,0.051,542,0.071,268,0.035,591,0.078,719,0.095,633,0.083,492,0.065,366,0.048,201,0.026,187,0.025,123,0.016,2852,682,0.239,122,0.043,1183,0.415,865,0.303,7529,7106,0.944,365,0.048,51,0.007,7,0.001,NA,NA,NA,NA,1790,65.5,3.7,53,3,1.5,0.1,1.5,0.1,1.5,0.1,1.5,0.1,8,0.4,6.5,0.4,95,5.3,8,0.4,3,0.2
Warren,Clear Creek Township,Clear Creek Township,36293,32971,0.908,667,0.018,795,0.022,33932,1201,0.035,144,0.004,0.143,10770,290,0.027,12736,242,0.019,121993,1167,0.032,23960,23265,0.971,436,0.033,2361,0.065,2690,0.074,2662,0.073,2774,0.076,1846,0.051,928,0.026,1907,0.053,2561,0.071,2628,0.072,2568,0.071,2979,0.082,2187,0.06,2263,0.062,2267,0.062,1856,0.051,1017,0.028,390,0.011,409,0.011,12736,4106,0.322,655,0.051,5873,0.461,2102,0.165,35891,33452,0.932,793,0.022,1407,0.039,239,0.007,NA,NA,NA,NA,9601,112,1.2,74,0.8,0,0,0,0,0,0,0,0,15,0.2,9,0.1,224,2.3,15,0.2,9,0.1
Warren,Deerfield Township,Deerfield Township,40873,29187,0.714,1223,0.03,1772,0.043,38614,8799,0.228,640,0.017,0.147,11498,354,0.031,15916,542,0.034,117853,1149,0.028,27853,27174,0.976,762,0.046,2259,0.055,2742,0.067,3156,0.077,2967,0.073,1896,0.046,2482,0.061,2940,0.072,2924,0.072,2909,0.071,3081,0.075,3117,0.076,2959,0.072,2137,0.052,1942,0.048,1567,0.038,784,0.019,612,0.015,399,0.01,15916,5001,0.314,677,0.043,6130,0.385,4108,0.258,40509,35254,0.87,3014,0.074,1960,0.048,281,0.007,NA,NA,NA,NA,9952,312.5,3.1,221.5,2.2,8,0.1,8,0.1,7,0.1,5.5,0.1,35,0.4,26,0.3,525,5.3,33,0.3,115,1.2
Warren,Franklin Township,Franklin Township,31777,29164,0.918,297,0.009,814,0.026,30347,1307,0.043,115,0.004,0.276,8609,673,0.078,12573,1307,0.104,69662,1653,0.052,21339,18998,0.89,766,0.057,1430,0.045,1900,0.06,1786,0.056,2471,0.078,2851,0.09,2132,0.067,1667,0.052,1926,0.061,1464,0.046,2376,0.075,2234,0.07,1982,0.062,2221,0.07,1578,0.05,1444,0.045,983,0.031,606,0.019,726,0.023,12573,2642,0.21,556,0.044,4931,0.392,4444,0.353,31500,27269,0.866,2394,0.076,1687,0.054,150,0.005,NA,NA,NA,NA,6488,121.5,1.9,93,1.4,3,0,3,0,1,0,1,0,23,0.4,17,0.3,402,6.2,21,0.3,30,0.5
Warren,Hamilton Township,Hamilton Township,30657,28829,0.94,415,0.014,1070,0.035,28717,1317,0.046,70,0.002,0.152,8837,121,0.014,10594,546,0.052,115842,876,0.029,20467,19949,0.975,551,0.049,1940,0.063,1918,0.063,2623,0.086,1621,0.053,2088,0.068,1613,0.053,1770,0.058,2797,0.091,2087,0.068,1652,0.054,1774,0.058,1968,0.064,2509,0.082,1585,0.052,1147,0.037,889,0.029,399,0.013,277,0.009,10594,3391,0.32,391,0.037,4344,0.41,2468,0.233,30285,27048,0.893,2430,0.08,773,0.026,34,0.001,NA,NA,NA,NA,7765,326.5,4.2,235,3,6,0.1,6,0.1,2,0,2,0,33,0.4,44,0.6,415,5.3,19,0.2,54,0.7
Warren,Harlan Township,Harlan Township,4988,4816,0.966,10,0.002,19,0.004,4741,146,0.031,0,0,0.187,1475,69,0.047,1807,23,0.013,104932,193,0.039,3330,3107,0.933,116,0.06,247,0.05,414,0.083,426,0.085,341,0.068,230,0.046,158,0.032,272,0.055,196,0.039,368,0.074,240,0.048,411,0.082,406,0.081,468,0.094,229,0.046,253,0.051,131,0.026,111,0.022,87,0.017,1807,557,0.308,57,0.032,832,0.46,361,0.2,4860,4298,0.884,520,0.107,42,0.009,0,0,NA,NA,NA,NA,1304,46.5,3.6,30.5,2.3,1,0.1,1,0.1,0,0,0,0,11.5,0.9,4.5,0.3,58,4.4,5,0.4,0,0
Warren,Lebanon,Lebanon,20999,19622,0.934,463,0.022,648,0.031,19564,699,0.036,279,0.014,0.226,5598,296,0.053,8054,696,0.086,75665,1030,0.049,13987,13311,0.952,524,0.061,1435,0.068,1589,0.076,1632,0.078,1478,0.07,878,0.042,1470,0.07,1106,0.053,1562,0.074,1304,0.062,1197,0.057,1420,0.068,1107,0.053,1477,0.07,950,0.045,857,0.041,429,0.02,482,0.023,626,0.03,8054,1960,0.243,621,0.077,2966,0.368,2507,0.311,20814,18217,0.875,1608,0.077,863,0.041,126,0.006,NA,NA,NA,NA,5483,231,4.2,158,2.9,4,0.1,3.5,0.1,0.5,0,0.5,0,43,0.8,28.5,0.5,352,6.4,14,0.3,35,0.6
Warren,Mason,Mason,34768,26232,0.754,1765,0.051,1158,0.033,33131,6500,0.196,499,0.015,0.152,9782,363,0.037,12670,256,0.02,121082,741,0.021,23405,22822,0.975,354,0.027,1637,0.047,2206,0.063,3108,0.089,2836,0.082,1576,0.045,1274,0.037,1554,0.045,2431,0.07,2921,0.084,2701,0.078,2536,0.073,2526,0.073,2697,0.078,1028,0.03,1098,0.032,1206,0.035,726,0.021,707,0.02,12670,4026,0.318,680,0.054,4862,0.384,3102,0.245,34340,29695,0.865,2680,0.078,1675,0.049,290,0.008,NA,NA,NA,NA,8951,287.5,3.2,203,2.3,11,0.1,9.5,0.1,1.5,0,1.5,0,19.5,0.2,29.5,0.3,505,5.6,28,0.3,157,1.8
Warren,Massie Township,Massie Township,1291,1134,0.878,11,0.009,29,0.022,1261,39,0.031,5,0.004,0.184,343,2,0.006,514,12,0.023,76827,108,0.084,863,831,0.963,104,0.168,30,0.023,150,0.116,127,0.098,78,0.06,43,0.033,58,0.045,93,0.072,112,0.087,104,0.081,87,0.067,66,0.051,55,0.043,93,0.072,65,0.05,65,0.05,50,0.039,14,0.011,1,0.001,514,112,0.218,68,0.132,180,0.35,154,0.3,1291,1225,0.949,47,0.036,19,0.015,0,0,NA,NA,NA,NA,368,2.5,0.7,2.5,0.7,0,0,0,0,0,0,0,0,0.5,0.1,0.5,0.1,10,2.7,0,0,0,0
Warren,Salem Township,Salem Township,5237,4722,0.902,188,0.036,308,0.059,4934,241,0.049,3,0.001,0.257,1453,103,0.071,2009,183,0.091,88438,372,0.071,3645,3357,0.921,215,0.097,303,0.058,400,0.076,349,0.067,260,0.05,280,0.053,286,0.055,202,0.039,335,0.064,344,0.066,323,0.062,277,0.053,406,0.078,519,0.099,374,0.071,386,0.074,52,0.01,89,0.017,52,0.01,2009,405,0.202,112,0.056,845,0.421,647,0.322,5196,4404,0.848,618,0.119,166,0.032,8,0.002,NA,NA,NA,NA,1209,44.5,3.7,35,2.9,1.5,0.1,1.5,0.1,0,0,0,0,8,0.7,6.5,0.5,80,6.6,8,0.7,3,0.2
Warren,Turtlecreek Township,Turtlecreek Township,17574,13434,0.764,3163,0.18,263,0.015,16623,521,0.031,22,0.001,0.197,3398,93,0.027,4577,130,0.028,112484,829,0.047,13027,11402,0.875,469,0.093,951,0.054,593,0.034,925,0.053,952,0.054,1126,0.064,1652,0.094,1989,0.113,1483,0.084,1257,0.072,1593,0.091,1024,0.058,873,0.05,890,0.051,625,0.036,606,0.034,438,0.025,209,0.012,388,0.022,4577,1376,0.301,116,0.025,1890,0.413,1195,0.261,17462,14334,0.821,955,0.055,2154,0.123,19,0.001,NA,NA,NA,NA,3076,96,3.1,69,2.2,1.5,0,1.5,0,0,0,0,0,19.5,0.6,13,0.4,165,5.4,7,0.2,36,1.2
